pooled,,0to14,zscore,2016-47,-0.98
pooled,,0to14,zscore,2016-48,1.38
pooled,,0to14,zscore,2016-49,1.37
pooled,,0to14,zscore,2016-50,0.92
pooled,,0to14,zscore,2016-51,1.31
pooled,,0to14,zscore,2016-52,2.62
pooled,,0to14,zscore,2017-01,0.17
pooled,,0to14,zscore,2017-02,0.47
pooled,,0to14,zscore,2017-03,-0.33
pooled,,0to14,zscore,2017-04,0.38
pooled,,0to14,zscore,2017-05,1.77
pooled,,0to14,zscore,2017-06,0.81
pooled,,0to14,zscore,2017-07,-0.03
pooled,,0to14,zscore,2017-08,-0.47
pooled,,0to14,zscore,2017-09,0.41
pooled,,0to14,zscore,2017-10,1.28
pooled,,0to14,zscore,2017-11,-0.05
pooled,,0to14,zscore,2017-12,-1.22
pooled,,0to14,zscore,2017-13,-0.88
pooled,,0to14,zscore,2017-14,-0.03
pooled,,0to14,zscore,2017-15,1.75
pooled,,0to14,zscore,2017-16,0.17
pooled,,0to14,zscore,2017-17,1
pooled,,0to14,zscore,2017-18,2.02
pooled,,0to14,zscore,2017-19,-0.58
pooled,,0to14,zscore,2017-20,-0.3
pooled,,0to14,zscore,2017-21,-0.96
pooled,,0to14,zscore,2017-22,-0.11
pooled,,0to14,zscore,2017-23,1.18
pooled,,0to14,zscore,2017-24,3.17
pooled,,0to14,zscore,2017-25,-0.57
pooled,,0to14,zscore,2017-26,1.48
pooled,,0to14,zscore,2017-27,1.14
pooled,,0to14,zscore,2017-28,-0.54
pooled,,0to14,zscore,2017-29,1.36
pooled,,0to14,zscore,2017-30,-0.21
pooled,,0to14,zscore,2017-31,0.16
pooled,,0to14,zscore,2017-32,-0.4
pooled,,0to14,zscore,2017-33,-0.14
pooled,,0to14,zscore,2017-34,-1.56
pooled,,0to14,zscore,2017-35,0.73
pooled,,0to14,zscore,2017-36,-1.3
pooled,,0to14,zscore,2017-37,-0.09
pooled,,0to14,zscore,2017-38,0.01
pooled,,0to14,zscore,2017-39,0.06
pooled,,0to14,zscore,2017-40,0.51
pooled,,0to14,zscore,2017-41,0.1
pooled,,0to14,zscore,2017-42,-0.12
pooled,,0to14,zscore,2017-43,-0.18
pooled,,0to14,zscore,2017-44,-0.5
pooled,,0to14,zscore,2017-45,-1.09
pooled,,0to14,zscore,2017-46,1.62
pooled,,0to14,zscore,2017-47,1.96
pooled,,0to14,zscore,2017-48,-0.69
pooled,,0to14,zscore,2017-49,0.29
pooled,,0to14,zscore,2017-50,1.79
pooled,,0to14,zscore,2017-51,0.38
pooled,,0to14,zscore,2017-52,2.02
pooled,,0to14,zscore,2018-01,-0.45
pooled,,0to14,zscore,2018-02,1.78
pooled,,0to14,zscore,2018-03,-1.17
pooled,,0to14,zscore,2018-04,-1.16
pooled,,0to14,zscore,2018-05,-0.94
pooled,,0to14,zscore,2018-06,0.1
pooled,,0to14,zscore,2018-07,-0.19
pooled,,0to14,zscore,2018-08,-0.59
pooled,,0to14,zscore,2018-09,0.46
pooled,,0to14,zscore,2018-10,-0.09
pooled,,0to14,zscore,2018-11,-0.01
pooled,,0to14,zscore,2018-12,0.37
pooled,,0to14,zscore,2018-13,1.51
pooled,,0to14,zscore,2018-14,-0.05
pooled,,0to14,zscore,2018-15,0.39
pooled,,0to14,zscore,2018-16,0.57
pooled,,0to14,zscore,2018-17,-1.29
pooled,,0to14,zscore,2018-18,-0.9
pooled,,0to14,zscore,2018-19,-0.56
pooled,,0to14,zscore,2018-20,-0.17
pooled,,0to14,zscore,2018-21,-0.25
pooled,,0to14,zscore,2018-22,-1.72
pooled,,0to14,zscore,2018-23,0.56
