pooled,,0to14,zscore,2017-26,1.31
pooled,,0to14,zscore,2017-27,1.51
pooled,,0to14,zscore,2017-28,-0.57
pooled,,0to14,zscore,2017-29,0.92
pooled,,0to14,zscore,2017-30,0.22
pooled,,0to14,zscore,2017-31,-0.44
pooled,,0to14,zscore,2017-32,-0.82
pooled,,0to14,zscore,2017-33,0.34
pooled,,0to14,zscore,2017-34,-1.75
pooled,,0to14,zscore,2017-35,0.55
pooled,,0to14,zscore,2017-36,-1.59
pooled,,0to14,zscore,2017-37,-0.36
pooled,,0to14,zscore,2017-38,-0.01
pooled,,0to14,zscore,2017-39,-0.93
pooled,,0to14,zscore,2017-40,0.71
pooled,,0to14,zscore,2017-41,-0.1
pooled,,0to14,zscore,2017-42,-0.24
pooled,,0to14,zscore,2017-43,0.77
pooled,,0to14,zscore,2017-44,-2.21
pooled,,0to14,zscore,2017-45,-0.87
pooled,,0to14,zscore,2017-46,1.1
pooled,,0to14,zscore,2017-47,2.18
pooled,,0to14,zscore,2017-48,-0.91
pooled,,0to14,zscore,2017-49,0.59
pooled,,0to14,zscore,2017-50,1.11
pooled,,0to14,zscore,2017-51,0.45
pooled,,0to14,zscore,2017-52,2.69
pooled,,0to14,zscore,2018-01,0.27
pooled,,0to14,zscore,2018-02,1.74
pooled,,0to14,zscore,2018-03,-1.01
pooled,,0to14,zscore,2018-04,-0.61
pooled,,0to14,zscore,2018-05,-0.51
pooled,,0to14,zscore,2018-06,0.79
pooled,,0to14,zscore,2018-07,0.14
pooled,,0to14,zscore,2018-08,-0.81
pooled,,0to14,zscore,2018-09,1.3
pooled,,0to14,zscore,2018-10,1.23
pooled,,0to14,zscore,2018-11,0.58
pooled,,0to14,zscore,2018-12,-0.22
pooled,,0to14,zscore,2018-13,2.21
pooled,,0to14,zscore,2018-14,0
pooled,,0to14,zscore,2018-15,-0.03
pooled,,0to14,zscore,2018-16,0.9
pooled,,0to14,zscore,2018-17,-1.08
pooled,,0to14,zscore,2018-18,-1.36
pooled,,0to14,zscore,2018-19,-0.36
pooled,,0to14,zscore,2018-20,0.19
