pooled,,0to14,zscore,2015-53,-2.14
pooled,,0to14,zscore,2016-01,-0.27
pooled,,0to14,zscore,2016-02,-1.4
pooled,,0to14,zscore,2016-03,-0.11
pooled,,0to14,zscore,2016-04,1.73
pooled,,0to14,zscore,2016-05,0.16
pooled,,0to14,zscore,2016-06,1.37
pooled,,0to14,zscore,2016-07,0.24
pooled,,0to14,zscore,2016-08,0.51
pooled,,0to14,zscore,2016-09,0.68
pooled,,0to14,zscore,2016-10,0.56
pooled,,0to14,zscore,2016-11,0.73
pooled,,0to14,zscore,2016-12,0
pooled,,0to14,zscore,2016-13,0.13
pooled,,0to14,zscore,2016-14,-1.3
pooled,,0to14,zscore,2016-15,0.94
pooled,,0to14,zscore,2016-16,-0.46
pooled,,0to14,zscore,2016-17,0.39
pooled,,0to14,zscore,2016-18,-0.57
pooled,,0to14,zscore,2016-19,0.94
pooled,,0to14,zscore,2016-20,-0.37
pooled,,0to14,zscore,2016-21,2.09
pooled,,0to14,zscore,2016-22,1.46
pooled,,0to14,zscore,2016-23,-0.94
pooled,,0to14,zscore,2016-24,-1.35
pooled,,0to14,zscore,2016-25,-0.7
pooled,,0to14,zscore,2016-26,0.87
pooled,,0to14,zscore,2016-27,1.03
pooled,,0to14,zscore,2016-28,0.38
pooled,,0to14,zscore,2016-29,0.39
pooled,,0to14,zscore,2016-30,0.29
pooled,,0to14,zscore,2016-31,1.07
pooled,,0to14,zscore,2016-32,-1.17
pooled,,0to14,zscore,2016-33,-0.11
pooled,,0to14,zscore,2016-34,-1.27
pooled,,0to14,zscore,2016-35,0.2
pooled,,0to14,zscore,2016-36,0.5
pooled,,0to14,zscore,2016-37,0.91
pooled,,0to14,zscore,2016-38,-1.29
pooled,,0to14,zscore,2016-39,-0.34
pooled,,0to14,zscore,2016-40,-0.09
pooled,,0to14,zscore,2016-41,1.29
pooled,,0to14,zscore,2016-42,-0.01
pooled,,0to14,zscore,2016-43,-0.96
pooled,,0to14,zscore,2016-44,-0.13
pooled,,0to14,zscore,2016-45,0.48
pooled,,0to14,zscore,2016-46,-1.37
pooled,,0to14,zscore,2016-47,-0.9
pooled,,0to14,zscore,2016-48,1.71
pooled,,0to14,zscore,2016-49,1.35
pooled,,0to14,zscore,2016-50,0.68
pooled,,0to14,zscore,2016-51,1.23
pooled,,0to14,zscore,2016-52,2.61
pooled,,0to14,zscore,2017-01,0.06
pooled,,0to14,zscore,2017-02,0.57
pooled,,0to14,zscore,2017-03,-0.09
pooled,,0to14,zscore,2017-04,0.12
pooled,,0to14,zscore,2017-05,1.94
pooled,,0to14,zscore,2017-06,0.81
pooled,,0to14,zscore,2017-07,0.01
pooled,,0to14,zscore,2017-08,-1.08
pooled,,0to14,zscore,2017-09,0.66
pooled,,0to14,zscore,2017-10,1.19
pooled,,0to14,zscore,2017-11,-0.38
pooled,,0to14,zscore,2017-12,-1.15
pooled,,0to14,zscore,2017-13,-0.97
pooled,,0to14,zscore,2017-14,-0.36
pooled,,0to14,zscore,2017-15,1.47
pooled,,0to14,zscore,2017-16,0.22
pooled,,0to14,zscore,2017-17,1.12
pooled,,0to14,zscore,2017-18,1.96
pooled,,0to14,zscore,2017-19,-0.39
pooled,,0to14,zscore,2017-20,-0.37
pooled,,0to14,zscore,2017-21,-1.05
pooled,,0to14,zscore,2017-22,0.25
pooled,,0to14,zscore,2017-23,1.25
pooled,,0to14,zscore,2017-24,3.32
pooled,,0to14,zscore,2017-25,-0.23
pooled,,0to14,zscore,2017-26,1.24
pooled,,0to14,zscore,2017-27,1.2
pooled,,0to14,zscore,2017-28,-0.57
pooled,,0to14,zscore,2017-29,1.48
pooled,,0to14,zscore,2017-30,0.03
pooled,,0to14,zscore,2017-31,0.04
pooled,,0to14,zscore,2017-32,-0.38
pooled,,0to14,zscore,2017-33,-0.06
pooled,,0to14,zscore,2017-34,-1.41
pooled,,0to14,zscore,2017-35,0.83
pooled,,0to14,zscore,2017-36,-0.87
pooled,,0to14,zscore,2017-37,0.3
pooled,,0to14,zscore,2017-38,0.34
pooled,,0to14,zscore,2017-39,0.13
pooled,,0to14,zscore,2017-40,0.49
pooled,,0to14,zscore,2017-41,0.06
pooled,,0to14,zscore,2017-42,-0.11
pooled,,0to14,zscore,2017-43,-0.02
pooled,,0to14,zscore,2017-44,-0.67
pooled,,0to14,zscore,2017-45,-1.11
pooled,,0to14,zscore,2017-46,1.6
pooled,,0to14,zscore,2017-47,1.44
pooled,,0to14,zscore,2017-48,-0.55
pooled,,0to14,zscore,2017-49,0.28
pooled,,0to14,zscore,2017-50,1.91
pooled,,0to14,zscore,2017-51,-0.04
pooled,,0to14,zscore,2017-52,1.6
pooled,,0to14,zscore,2018-01,-0.26
pooled,,0to14,zscore,2018-02,1.49
pooled,,0to14,zscore,2018-03,-0.94
pooled,,0to14,zscore,2018-04,-0.88
pooled,,0to14,zscore,2018-05,-0.98
pooled,,0to14,zscore,2018-06,0.19
pooled,,0to14,zscore,2018-07,-0.21
pooled,,0to14,zscore,2018-08,-0.36
pooled,,0to14,zscore,2018-09,0.4
pooled,,0to14,zscore,2018-10,-0.37
pooled,,0to14,zscore,2018-11,0.18
pooled,,0to14,zscore,2018-12,0.15
pooled,,0to14,zscore,2018-13,1.42
pooled,,0to14,zscore,2018-14,-0.01
pooled,,0to14,zscore,2018-15,0.54
pooled,,0to14,zscore,2018-16,0.57
pooled,,0to14,zscore,2018-17,-0.9
pooled,,0to14,zscore,2018-18,-0.77
pooled,,0to14,zscore,2018-19,-0.64
pooled,,0to14,zscore,2018-20,0.03
pooled,,0to14,zscore,2018-21,-0.33
pooled,,0to14,zscore,2018-22,-1.56
pooled,,0to14,zscore,2018-23,0.82
pooled,,0to14,zscore,2018-24,0.37
pooled,,0to14,zscore,2018-25,-1.18
