pooled;;0to14;zscore;2015-01;
pooled;;0to14;zscore;2015-02;
pooled;;0to14;zscore;2015-03;
pooled;;0to14;zscore;2015-04;
pooled;;0to14;zscore;2015-05;
pooled;;0to14;zscore;2015-06;
pooled;;0to14;zscore;2015-07;
pooled;;0to14;zscore;2015-08;
pooled;;0to14;zscore;2015-09;
pooled;;0to14;zscore;2015-10;
pooled;;0to14;zscore;2015-11;
pooled;;0to14;zscore;2015-12;
pooled;;0to14;zscore;2015-13;
pooled;;0to14;zscore;2015-14;
pooled;;0to14;zscore;2015-15;
pooled;;0to14;zscore;2015-16;
pooled;;0to14;zscore;2015-17;
pooled;;0to14;zscore;2015-18;
pooled;;0to14;zscore;2015-19;
pooled;;0to14;zscore;2015-20;
pooled;;0to14;zscore;2015-21;
pooled;;0to14;zscore;2015-22;
pooled;;0to14;zscore;2015-23;
pooled;;0to14;zscore;2015-24;
pooled;;0to14;zscore;2015-25;
pooled;;0to14;zscore;2015-26;
pooled;;0to14;zscore;2015-27;
pooled;;0to14;zscore;2015-28;
pooled;;0to14;zscore;2015-29;
pooled;;0to14;zscore;2015-30;
pooled;;0to14;zscore;2015-31;
pooled;;0to14;zscore;2015-32;
pooled;;0to14;zscore;2015-33;
pooled;;0to14;zscore;2015-34;
pooled;;0to14;zscore;2015-35;
pooled;;0to14;zscore;2015-36;
pooled;;0to14;zscore;2015-37;
pooled;;0to14;zscore;2015-38;
pooled;;0to14;zscore;2015-39;
pooled;;0to14;zscore;2015-40;
pooled;;0to14;zscore;2015-41;
pooled;;0to14;zscore;2015-42;
pooled;;0to14;zscore;2015-43;
pooled;;0to14;zscore;2015-44;
pooled;;0to14;zscore;2015-45;
pooled;;0to14;zscore;2015-46;
pooled;;0to14;zscore;2015-47;
pooled;;0to14;zscore;2015-48;
pooled;;0to14;zscore;2015-49;
pooled;;0to14;zscore;2015-50;
pooled;;0to14;zscore;2015-51;
pooled;;0to14;zscore;2015-52;
pooled;;0to14;zscore;2015-53;-2.29
pooled;;0to14;zscore;2016-01;-0.45
pooled;;0to14;zscore;2016-02;-1.77
pooled;;0to14;zscore;2016-03;-0.2
pooled;;0to14;zscore;2016-04;1.52
pooled;;0to14;zscore;2016-05;0.36
pooled;;0to14;zscore;2016-06;1.45
pooled;;0to14;zscore;2016-07;0.54
pooled;;0to14;zscore;2016-08;0.56
pooled;;0to14;zscore;2016-09;0.73
pooled;;0to14;zscore;2016-10;0.46
pooled;;0to14;zscore;2016-11;0.63
pooled;;0to14;zscore;2016-12;0.11
pooled;;0to14;zscore;2016-13;-0.11
pooled;;0to14;zscore;2016-14;-1.36
pooled;;0to14;zscore;2016-15;1.18
pooled;;0to14;zscore;2016-16;-0.69
pooled;;0to14;zscore;2016-17;0.89
pooled;;0to14;zscore;2016-18;-0.8
pooled;;0to14;zscore;2016-19;0.94
pooled;;0to14;zscore;2016-20;-0.04
pooled;;0to14;zscore;2016-21;2.07
pooled;;0to14;zscore;2016-22;1.26
pooled;;0to14;zscore;2016-23;-1.16
pooled;;0to14;zscore;2016-24;-0.93
pooled;;0to14;zscore;2016-25;-0.5
pooled;;0to14;zscore;2016-26;0.88
pooled;;0to14;zscore;2016-27;1.09
pooled;;0to14;zscore;2016-28;0.6
pooled;;0to14;zscore;2016-29;0.51
pooled;;0to14;zscore;2016-30;0.31
