"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Teruel, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Hogar de 3ª edad,Plaza,del Convento,15,44540,Albalate del Arzobispo,978 81 26 65,Pública local,54,,"41,123419","-0,510792",03/04/2019
Residencia de personas mayores Albarracín,Camino,de Gea,21,44100,Albarracín,978 71 01 78,Pública autonómica,74,www.aragon.es/estaticos/GobiernoAragon/Organismos/InstitutoAragonesServiciosSociales/IASS_new/Documentos/IASS/FICHAS-centros/Ficha-teruel-res-albarracin.pdf,"40,411026","-1,428690",03/04/2019
Residencia de ancianos Santo Ángel,Avenida,Bartolomé Esteban,33,44600,Alcañiz,978 83 05 52,Privada sin fin de lucro,130,,"41,055555","-0,141880",21/03/2018
Residencia de 3ª edad Alcañiz,Plaza,Paola Blasco,blq. 3 - 1º,44600,Alcañiz,978 87 08 98,Privada,39,www.residenciaalcaniz.com,"41,051800","-0,130805",10/07/2017
Residencia de 3ª edad La Purísima,Calle,Purísima,2,44550,Alcorisa,978 84 00 54,Privada,62,,"40,892042","-0,381323",03/05/2017
Residencia Ricarda Gonzalo de Liria y Blesa,Calle,Real,s/n,44160,Alfambra,978 77 00 96,Pública local,81,www.residenciaalfambra.es,"40,547040","-1,032082",07/05/2018
Residencia San Martín de Tous Bajo Aragón,Calle,Ariño,4,44500,Andorra,978 84 28 64,Privada,49,www.residenciabajoaragon.com,"40,978575","-0,453335",12/04/2019
Residencia de 3ª edad Los Jardines,Calle,Grupo Escolar,1,44500,Andorra,978 88 01 73,Pública local,37,www.residencialosjardines.es,"40,977786","-0,446490",05/04/2019
Fundación Residencia La Solana,Calle,Justicia de Aragón,s/n,44547,Ariño,978 81 74 00,Pública local,51,www.ariño.es/servicios/fund-residencia-la-solana/,"41,030209","-0,590601",04/04/2019
Residencia Nuestra Señora del Campo,Carretera,Alcañiz,42,44590,Azaila,978 82 50 44,Privada,55,residencianuestraseñoradelcampo.es,"41,289592","-0,493806",03/04/2019
