"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Murcia, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia para mayores Altavida,Camino,de Pereteros,3,30640,Abanilla,968 68 08 90,Privada,85,www.fundaciondiagrama.es/sociosanitario/dependencia/residencia-mayores,"38,199861","-1,039099",16/08/2013
Residencia de personas mayores Nicolás Gómez Tornero,Calle,Almazara,s/n,30550,Abarán,968 45 10 21,Privada sin fin de lucro,38,,"38,200972","-1,398462",24/02/2012
Residencia de Pensionistas Ferroviarios,Calle,Cartagena,54 - 1º,30880,Águilas,968 41 08 40,Privada,201,www.arpferroviarios.com,"37,412424","-1,573229",12/07/2017
Residencia Geriátrica San Francisco,Avenida,Juan Carlos I,85,30880,Águilas,968 41 11 06,Privada,130,sanfranciscoaguilas.org,"37,410002","-1,583137",03/04/2019
Residencia municipal Virgen de la Salud,Calle,San Fernando,10,30820,Alcantarilla,968 80 04 08,Pública local,54,www.sergesa.com/residencia-geriatrica-en-murcia-alcantarilla,"37,967918","-1,212636",15/03/2018
Residencia Nuestra Señora de los Ángeles,Calle,Isla Sa Torreta,18,30710,Alcázares (Los),968 57 56 22,Privada,38,www.residencianuestrasenoradelosangeles.com,"37,751700","-0,853374",05/04/2019
Residencia El Palmeral del Mar Menor,Calle,Islas Columbretes,1,30710,Alcázares (Los),968 58 27 02,Privada,83,www.residenciaelpalmeral.es,"37,754092","-0,852383",05/04/2019
Residencia de personas mayores Virgen del Rosario,Calle,Constantino López,s/n - Parque de La Cubana,30840,Alhama de Murcia,968 63 00 06,Pública autonómica,65,,"37,850534","-1,426968",09/04/2019
Residencia Nuevo Azahar,Calle,Los Panizos,s/n,30600,Archena,968 68 80 24,Privada,80,www.fundaciondiagrama.es/es/servicios-sociosanitarios-para-personas-mayores/residencia-y-centro-de-dia-nuevo-azahar-murcia,"38,110806","-1,289235",17/04/2019
Residencia para personas mayores Virgen de los Dolores,Calle,Jardín del Conde,s/n,30540,Blanca,968 77 50 18,Pública local,54,,"38,177772","-1,373189",10/04/2019
Residencia médico geriátrica Virgen de la Esperanza,Calle,Molinico,9,30420,Calasparra,968 72 31 20,Pública local,82,,"38,232295","-1,699693",08/04/2019
Residencia Club de Campos,Calle,Río de la Miel,s/n,30191,Campos del Río,968 65 00 08 / 968 65 00 36,Privada,67,www.clubdecampos.es,"38,043499","-1,357710",01/06/2017
Residencia de 3ª edad Desamparados Santísima Vera Cruz,Camino,de las Fuentes,2,30400,Caravaca de la Cruz,968 70 79 21 / 968 70 79 38,Privada sin fin de lucro,135,,"38,108370","-1,867997",11/07/2013
Orpea Cartagena,Calle,Beatas,10,30202,Cartagena,968 12 27 89,Privada,120,orpea.es/centros-residencias/centro-dia-residencia-ancianos-cartagena,"37,603081","-0,982331",05/04/2019
Vivienda colectiva San Luis,Calle,La Musa,4,30202,Cartagena,968 16 81 17,Privada,14,,"37,719929","-0,918153",30/04/2019
AMAVIR Cartagena,Calle,Hermano Pedro Ignacio,2,30203,Cartagena,968 52 23 45,Privada sin fin de lucro,145,www.amavir.es/residencia-de-mayores-amavir-cartagena,"37,608810","-0,978702",04/04/2019
Hermanitas de los Pobres - Asilo de Ancianos,Avenida,de Pío XII,1,30205,Cartagena,968 50 90 95,Privada sin fin de lucro,65,,"37,603722","-0,995127",04/04/2019
Residencia Virgen del Mar,Calle,Salvador Escudero,15,30205,Cartagena,968 51 30 37 / 968 51 92 89,Privada,73,www.mensajerosdelapazmurcia.es/en/centros/18-residencia-virgen-del-mar.html,"37,615952","-0,996582",15/03/2018
Residencia de personas mayores Fuente Cubas,Calle,Cibeles,12,30310,Cartagena,968 31 37 63,Pública autonómica,120,www.residencialcarlosiv.com/geriatria/residencias/residencia-de-mayores-de-cartagena,"37,624014","-1,002570",25/04/2019
Residencia Nova Santa Ana,Calle,Padua,11,30319,Cartagena,968 33 07 53,Privada,86,www.residencianovasantaana.es,"37,653902","-1,012939",08/05/2015
Residencia Virgen del Rocío - Fundación Carmen Zamora,Avenida,de Cartagena,6 - 10,30394,Cartagena,968 16 25 48,Privada,30,fundacioncarmenzamora.com,"37,616409","-1,002502",06/07/2011
Residencia Los Jazmines,,Los López,17,30395,Cartagena,968 32 41 30,Privada,,,"37,646618","-0,951667",01/06/2017
Residencial Casa de Campo,Carretera,de Cartagena a Isla Plana,Km. 3.5,30396,Cartagena,968 53 82 29,Privada,65,www.casadecampo.cat,"37,617504","-1,091640",09/04/2019
Residencia Los Marines Centro Geriátrico Cartagena,,Los Marines,s/n - Venta del Señorito,30396,Cartagena,968 16 32 47,Privada,28,,"37,647700","-1,121500",03/06/2019
Residencia Los Almendros,,Paraje de los Pinos,s/n,30396,Cartagena,968 16 87 16 / 968 16 87 63,Privada,174,www.residencialosalmendros.net,"37,628922","-1,066544",04/04/2019
Fundación Hospital de la Real Piedad,Plaza,"Mesoncico y C/ Mayor, 22",3,30430,Cehegín,968 74 11 56,Privada,40,,"38,096652","-1,799065",15/04/2019
Residencia para personas mayores de Ceutí,Calle,Alonso de Ercilla,33,30562,Ceutí,968 69 38 23 / 968 69 01 51,Pública local,34,,"38,082495","-1,272354",31/07/2017
Residencia STS San Pablo,Camino,de los Julios,s/n,30562,Ceutí,968 69 49 90,Privada,172,www.stsgrup.org/es/portfolio/sts-san-pablo-es,"38,083051","-1,283020",12/04/2019
Residencia de ancianos Mariano Marín Blázquez,Calle,Doctor Marañón,36,30530,Cieza,968 76 30 50,Privada,162,,"38,234758","-1,415655",03/04/2019
Residencia de personas mayores San Agustín,Ronda,de Poniente,s/n,30320,Fuente Álamo de Murcia,968 59 69 47,Pública local,24,,"37,721503","-1,176698",09/05/2018
Residencia de personas mayores Domingo Sastre,Calle,Alameda del Poeta Vico,53,30800,Lorca,968 46 82 04 / 968 46 84 12,Pública autonómica,180,,"37,665621","-1,694362",07/07/2017
Caser Residencial Alameda,Calle,Alameda Doctor José Fernández Corredor,4,30800,Lorca,968 47 90 30 / 696 34 66 93,Privada,153,www.caseresidencial.es/alameda,"37,669000","-1,693630",25/09/2017
Residencia San Diego,Calle,Canal de San Diego,2,30800,Lorca,968 46 61 98,Privada,79,,"37,680370","-1,689420",04/04/2019
Residencia ASPRODES Las Siervas,Calle,Pérez Casas,18,30800,Lorca,,Privada sin fin de lucro,58,,"37,670089","-1,701792",05/04/2019
Residencia de ancianos La Purísima,Calle,Filomeno Hostench,47,30870,Mazarrón,968 59 05 83,Privada sin fin de lucro,38,residenciadeancianoslapurisima.com,"37,599095","-1,308388",15/03/2018
Vivienda colectiva de personas mayores Escuelas Blancas,Calle,Adolfo Suárez,29,30500,Molina de Segura,968 64 38 03,Pública local,14,,"38,061762","-1,205934",03/04/2019
Ballesol Altorreal,Calle,Escultor Salzillo,4,30500,Molina de Segura,968 64 99 22,Privada,134,ballesol.es/residencias-para-mayores-en-murcia/ballesol-altorreal,"38,076700","-1,160110",04/04/2019
Residencia Nuestra Señora de Fátima,Calle,Maestro Navillo,2,30500,Molina de Segura,968 64 44 64,Privada sin fin de lucro,100,www.lares-murcia.es/listado.asp?zona=8&tipo=82,"38,061357","-1,215017",15/04/2019
Residencia Hermanitas de los Pobres de Murcia,Avenida,de Juana Jugán,35 - Ctra. de P. Tocinos,30006,Murcia,968 89 90 14,Privada sin fin de lucro,79,,"37,989804","-1,112181",04/04/2019
Clínica Nuestra Señora de Belén,Calle,Almirante Gravina,2,30007,Murcia,968 23 35 00,Privada,89,,"37,998456","-1,130772",27/07/2017
Residencia Virgen de la Fuensanta,Paseo,Duques de Lugo,2 - San Basilio,30009,Murcia,968 28 63 48,Privada,76,www.residencialafuensanta.com,"37,996697","-1,146501",04/04/2019
Residencia de personas mayores San Basilio,Calle,Rey Don Pedro I,10,30009,Murcia,968 28 15 68,Pública autonómica,188,,"37,993728","-1,143843",04/04/2019
Residencia de ancianos Hogar de Betania,Carretera,Santa Catalina,s/n,30012,Murcia,968 26 36 17 / 653 51 13 19,Privada sin fin de lucro,76,,"37,958750","-1,137838",12/07/2017
Residencia psicogeriátrica Virgen del Valle,Calle,Lorca,62,30120,Murcia,968 36 56 40,Pública autonómica,100,,"37,941553","-1,170150",12/07/2017
Residencia Obispo Javier Azagra,Calle,Lorca,64,30120,Murcia,968 39 41 48,Pública autonómica,130,,"37,941596","-1,170090",28/07/2017
Residencia El Amparo,Calle,Cedro,26,30151,Murcia,968 84 47 02,Privada sin fin de lucro,46,www.residenciaelamparo.es,"37,937303","-1,131527",05/04/2019
Caser Residencial Santo Ángel,Calle,Madre María Seiquer,s/n,30151,Murcia,968 84 22 62,Privada,154,www.caseresidencial.es/santo-angel,"37,939989","-1,128116",26/10/2010
Residencia Montepinar,Avenida,Picos de Europa,23 - Urb. Montepinar,30163,Murcia,968 85 13 14,Privada,107,www.sumavida.es,"38,042002","-1,096725",17/04/2019
Residencia Hogar de Nazaret,Calle,Carril de Los Campillos,7 - C,30165,Murcia,968 34 14 41,Privada sin fin de lucro,79,www.residenciahogardenazaret.es,"37,976322","-1,164028",18/04/2019
Residencias 3ª edad Lozar,Calle,Móstoles,40,30720,San Javier,968 18 18 88,Privada,65,www.lozar.es,"37,815967","-0,806411",05/04/2019
Residencia El Molino,,Partida Calavera,Parc. 57 - Políg. 12,30720,San Javier,968 19 18 31,Privada,23,el-molino.com,"37,807069","-0,821380",09/05/2018
Residencia de ancianos San José,Calle,Párroco Cristóbal Balaguer,27,30730,San Javier,968 19 04 07,Privada sin fin de lucro,40,,"37,804497","-0,829713",06/04/2019
Residencia Lozar Pozo Aledo,Calle,de la Residencia,s/n,30739,San Javier,968 19 08 55,Privada,60,www.residencialozar.com,"37,808600","-0,854760",19/07/2013
Residencia para Mayores Villademar,Avenida,Concejal Mariano Henarejos,13,30740,San Pedro del Pinatar,968 18 73 46,Privada,143,www.villademar.com,"37,826198","-0,793653",04/04/2019
Residencia San Pedro del Pinatar,Calle,Víctor Pradera,s/n,30740,San Pedro del Pinatar,968 18 52 27,Privada sin fin de lucro,120,www.mensajerosdelapazmurcia.es/en/centros/15-residencia-san-pedro.html,"37,837734","-0,794007",08/04/2019
Residencia municipal,Calle,Salzillo,30,30140,Santomera,968 86 46 33,Pública local,114,www.sergesa.com/residencia-geriatrica-en-murcia-santomera,"38,058244","-1,050090",08/04/2019
Residencia para personas mayores La Purísima,Calle,Monja,66,30850,Totana,968 41 82 24,Pública local,90,bienestarsocial.totana.es/residencia_purisima.asp,"37,775294","-1,504537",15/03/2018
Residencia de personas mayores Santa Isabel,Calle,Galicia,15,30613,Villanueva del Río Segura,968 69 86 70,Privada,111,www.mensajerosdelapazmurcia.es/en/centros/17-residencia-santa-isabel.html,"38,132521","-1,326378",15/04/2019
Residencia Santa Teresa Jornet,Avenida,Literato Azorín,33,30510,Yecla,968 79 00 09,Privada sin fin de lucro,82,,"38,613296","-1,107063",11/07/2013
