"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Zamora, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia de 3ª edad Virgen de la Salud,Plaza,Domingo Dacosta Fernández,35,49500,Alcañices,980 68 02 95,Privada sin fin de lucro,72,,"41,698489","-6,349023",21/07/2011
Residencia geriátrica Almaraz de Duero,Calle,Cura,18,49180,Almaraz de Duero,980 55 41 39,Pública local,36,residencia.almarazdeduero.com,"41,473143","-5,914668",19/07/2017
Residencia Belén,Calle,Juan Antonio Casanueva,13,49210,Almeida de Sayago,980 61 23 72,Pública local,38,,"41,266864","-6,074254",08/05/2015
Residencia Sotochico,Calle,Armando Zurdo,s/n,49716,Argujillo,980 57 87 62 / 980 57 56 85,Pública local,21,www.residenciasnj.es/sotochico,"41,314000","-5,589820",07/05/2018
Centro Geriátrico Ciudad de Benavente,Carretera,de Madrid a A Coruña,Km. 260,49600,Benavente,980 63 66 76,Privada,135,,"41,993571","-5,649144",15/05/2015
El Jardín del Corrillo,Pasadizo,de San Nicolás,9,49600,Benavente,980 63 72 83,Privada,30,www.geriacyl.es,"42,002312","-5,677145",07/05/2018
Residencia Nuestra Señora de la Piedad y San José,Calle,General Mola,25,49600,Benavente,980 63 02 88,Privada sin fin de lucro,112,,"42,003025","-5,674083",26/01/2015
Residencia mixta Los Valles de Benavente,Calle,Las Moras,s/n,49600,Benavente,980 63 07 71,Pública autonómica,218,,"42,012900","-5,688700",03/04/2019
Residencia de personas mayores MV Geriatría,Calle,Carretera,127,49332,Camarzana de Tera,902 10 06 38,Privada,49,www.mvgeriatria.com,"41,992700","-6,034753",02/06/2015
Residencia de 3ª edad Estrella de la Mañana,Calle,Real,1,49128,Cañizo,980 58 07 88,Privada,22,,"41,769898","-5,501264",06/05/2015
Residencia Virgen de Árboles,Calle,Oro,68,49160,Carbajales de Alba,980 58 52 75,Pública local,51,,"41,651118","-5,993121",04/04/2019
Residencial El Molino,Carretera,de la Estación,35,49530,Coreses,980 50 00 29,Privada,90,www.residenciaelmolino.com,"41,546544","-5,619104",03/04/2019
Residencia para personas mayores San Raimundo,Camino,San Benito,9,49530,Coreses,980 50 02 04,Privada,76,www.residenciasanraimundo.com,"41,547805","-5,617325",04/04/2019
Residencia de personas mayores Milagrosa Corrales,Avenida,Tercera Edad,s/n,49700,Corrales del Vino,980 56 03 63,Pública local,77,www.residenciamilagrosa.com,"41,360710","-5,724586",03/04/2019
Residencia de personas mayores de Fariza,Calle,Trigal,s/n,49213,Fariza,980 61 78 81,Pública local,38,fariza.es/residencia.htm,"41,420379","-6,269409",27/05/2019
Residencia Conchita Regojo,Calle,Alto de Santa Colomba,290,49220,Fermoselle,980 61 31 66,Privada sin fin de lucro,80,,"41,315880","-6,388917",03/04/2019
Residencia Don Antonio y Doña Esther,Calle,Paraje Punta Arriba del Lugar,B,49220,Fermoselle,980 61 33 40,Privada sin fin de lucro,49,,"41,314693","-6,386751",03/04/2019
Residencia 3ª edad San Juan Bautista,Calle,Ribera,3,49335,Ferreras de Abajo,980 59 20 30,Privada,72,www.sjbautista.com,"41,894882","-6,074324",06/07/2017
Fundación San Francisco de Paula - Residencia de ancianos,Calle,Marcelino del Valle,12,49400,Fuentesaúco,980 60 02 58,Privada,39,,"41,234488","-5,495569",03/04/2019
Residencia Virgen del Rosario,Carretera,Ilanes,s/n,49350,Galende,980 10 11 29,Pública local,60,,"42,084872","-6,646896",16/08/2017
Residencia de personas mayores Santa Paula,Calle,José Antonio,43,49151,Gema,980 57 68 61,Privada,31,,"41,417484","-5,649121",26/01/2015
Centro Residencial Mombuey,,Cañada de las Urrietas,s/n,49310,Mombuey,980 64 43 84,Privada,120,,"42,028447","-6,337848",17/05/2019
Gerovida Monfarracinos,Calle,Adolfo Suárez,41,49121,Monfarracinos,980 50 55 18,Privada,94,gerovida.es/centros/zamora/centro-gerovida-en-monfarracinos,"41,554088","-5,702586",11/07/2017
Residencia de personas mayores Montamarta,Calle,Caballeros,15,49149,Montamarta,980 55 01 12,Pública local,27,,"41,643610","-5,804183",03/04/2019
Residencia Los Rosales,Avenida,José Ramos,5,49150,Moraleja del Vino,980 57 15 87,Privada,70,www.losrosalesresidencia.com,"41,467309","-5,659668",06/05/2015
Residencia de mayores La Plaza,Plaza,Mayor,19 - 22,49150,Moraleja del Vino,980 57 19 96,Privada,70,www.residencialplaza.com,"41,462894","-5,655467",04/04/2019
Vivienda para la 3ª edad San Roque,Camino,Bodegas,10,49810,Morales de Toro,980 69 80 90,Privada,12,www.residencisanroque.es,"41,536741","-5,302966",27/08/2009
Centro de personas mayores San Roque II,Calle,Marqués de Villachica,2,49810,Morales de Toro,980 69 80 90 / 615 27 33 77,Privada,16,www.residenciasanroque.es,"41,536672","-5,302874",27/08/2009
Residencia de mayores Los Olivos,Camino,Toro,22,49810,Morales de Toro,980 56 81 68,Privada,29,www.residencialosolivos.es,"41,535895","-5,313629",16/07/2013
Centro Residencial Coral,Calle,Tardobispo,4,49190,Morales del Vino,980 57 04 93,Privada,49,,"41,445932","-5,736184",18/04/2019
Residencia San Vicente,Calle,Lana,23,49212,Muga de Sayago,980 61 74 79,Pública local,36,,"41,386680","-6,204002",03/04/2019
Residencia de mayores Peleagonzalo,Calle,Fuente del Soto,s/n,49880,Peleagonzalo,980 69 91 42,Pública local,12,,"41,481394","-5,486031",27/08/2015
Residencia Virgen del Carmen Tierra del Vino,Calle,Avedillo,21,49191,Peleas de Abajo,900 57 46 45,Pública local,122,www.residenciasnj.es/virgendelcarmen/,"41,392821","-5,686903",16/07/2013
Residencia El Almendro,Carretera,de Tiedra,7,49835,Pozoantiguo,980 69 64 68,Privada,12,www.residenciaelalmendro.es,"41,595729","-5,432494",15/04/2019
Residencia María Dolores,Calle,Don Ismael Calvo,5,49835,Pozoantiguo,980 69 64 43,Privada,36,www.residenciamdolores.com,"41,595732","-5,435544",07/05/2018
Centro Asistencial Psicogeriátrico Los Álamos,Carretera,de Benavente a Ourense,Km. 15.5,49622,Quiruelas de Vidriales,980 64 61 03,Privada,45,,"42,017419","-5,830446",10/04/2019
Residencia de personas mayores San Salvador,Calle,El Salvador,6,49519,Rabanales,980 68 18 32 / 980 68 18 33,Privada,99,www.residenciasansalvador.com,"41,739052","-6,276772",03/04/2019
Residencia Geriátrica Ruta de la Plata,Calle,Claudio Rodriguez,22,49192,Roales,980 53 89 30 / 615 99 17 97,Privada,38,www.residenciarutadelaplata.com,"41,553858","-5,773971",18/07/2013
Residencia La Natividad,Plaza,Mayor,s/n,49211,Roelos de Sayago,686 34 26 62 / 980 61 55 34,Privada,31,,"41,252406","-6,171690",05/04/2019
Residencia geriátrica Virgen de la Trinidad,Calle,Tejares,24,49690,San Cristóbal de Entreviñas,980 64 39 80,Pública local,46,,"42,049803","-5,635051",03/04/2019
Residencia Geriátrica Santa Cristina,Calle,Luis Rodríguez,51,49620,Santa Cristina de la Polvorosa,980 63 82 82,Privada,43,www.residenciasantacristina.com,"41,993582","-5,711162",08/04/2019
Residencia de mayores San Tirso,Calle,Peralinas,s/n,49625,Santibáñez de Tera,980 65 88 71,Pública local,48,www.residenciasnj.es/santirso/,"41,981722","-5,923152",05/04/2019
Residencia de ancianos Vidriales,Calle,del Palacio,37,49610,Santibáñez de Vidriales,980 64 80 61,Pública local,40,,"42,077919","-6,011660",07/07/2017
Residencia Divina Misericordia,Camino,Viña,24,49140,Tábara,980 59 02 61,Pública local,49,www.residenciasnj.es/divinamisericorida/,"41,827431","-5,965698",07/07/2017
Residencia Virgen de Begoña I,Calle,Ancha,7,49800,Toro,980 69 23 22,Privada,25,,"41,522900","-5,400159",12/07/2011
Residencia de ancianos San Agustín,Avenida,Carlos Latorre,18 A,49800,Toro,980 69 47 55,Privada sin fin de lucro,108,,"41,524400","-5,388850",05/04/2019
Residencia Ciudad de Toro,Glorieta,Puente de Piedra,1,49800,Toro,980 69 20 81,Privada,95,www.residenciaciudaddetoro.es,"41,524858","-5,401629",03/04/2019
Residencia Virgen del Canto,Calle,Santa Catalina de Roncesvalles,24,49800,Toro,980 69 07 51 / 980 69 01 74,Pública provincial,170,,"41,522846","-5,385697",11/07/2013
Residencia Saucana de Servicios Sociales,Calle,Salamanca,15,49820,Villabuena del Puente,980 60 66 94,Privada,44,,"41,375279","-5,411910",11/04/2019
Residencia Virgen de la Encarnación,Calle,Cervantes,s/n,49166,Villalcampo,980 55 47 15,Pública local,59,,"41,519512","-6,046540",12/05/2015
Residencia La Inmaculada,Plaza,de San Nicolás,s/n,49630,Villalpando,980 66 04 51,Privada,82,residencialainmaculadavillalpando.com,"41,864988","-5,411799",08/04/2019
Residencia Don Rufino,Calle,Barrero,4,49100,Villanueva del Campo,980 66 65 22,Pública local,52,www.residencialdonrufino.es,"41,985432","-5,404668",10/04/2019
Residencia de mayores Santa Marina,Calle,El Borrinino,s/n,49240,Villar del Buey,980 56 41 66,Pública local,29,residenciasantamarina.wordpress.com/,"41,325592","-6,189587",28/08/2009
Caser Residencial Zamora,Calle,Félix Rodríguez de la Fuente,16,49159,Villaralbo,980 53 99 36,Privada,101,www.caseresidencial.es/zamora,"41,491818","-5,687914",15/10/2019
Unidad Residencial de personas mayores San Pablo,Calle,Los Claveles,s/n,49159,Villaralbo,980 53 99 46,Privada,20,,"41,491711","-5,687911",15/10/2019
DomusVi Villaralbo,Camino,Moraleja,1,49159,Villaralbo,980 53 94 91,Privada,169,www.domusvi.es/residencia-de-mayores-en-zamora-domusvi-villaralbo,"41,488495","-5,688673",04/04/2019
Residencia Sagrada Familia,Carretera,de Alcañices,s/n,49562,Villardeciervos,980 65 49 30,Privada sin fin de lucro,50,,"41,940089","-6,283217",04/04/2019
Residencia Matías Alonso,Calle,Matías Alonso,s/n,49137,Villarrín de Campos,980 58 00 72,Pública local,79,,"41,797255","-5,636521",03/04/2019
Residencia de 3ª edad Amor de Dios,Rúa,de los Francos,26,49001,Zamora,980 53 36 16,Privada sin fin de lucro,95,,"41,502103","-5,748652",04/04/2019
Residencias Asistenciales El Niño Jesús,Calle,Candelaria Ruiz del Árbol,2 - bajo,49016,Zamora,980 51 95 64,Privada,16,www.residenciasnj.es/ninojesus/,"41,504440","-5,738941",07/05/2018
DomusVi Puerta Nueva,Calle,Puerta Nueva,50,49016,Zamora,980 50 98 28,Privada,110,www.domusvi.es/residencia-zamora-puerta-nueva,"41,501446","-5,739536",04/04/2019
Residencia de personas mayores Los Tres Árboles,Avenida,Obispo Acuña,4,49017,Zamora,980 52 29 04,Pública autonómica,173,,"41,503319","-5,738708",12/04/2019
Residencia Reina de la Paz,Calle,Hernán Cortés,44,49021,Zamora,980 52 00 20,Privada sin fin de lucro,208,,"41,513036","-5,726992",08/04/2019
Residencia San Gregorio,Calle,Pinar,2,49023,Zamora,980 51 19 11,Privada,163,,"41,516621","-5,746155",07/07/2017
