"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Las Palmas, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Centro Sociosanitario de Agüimes,Calle,Tenesor Semidán,150,35118,Agüimes,928 18 48 36,Pública local,83,www.sergesa.com/residencia-geriatrica-en-las-palmas-aguimes,"27,871139","-15,429103",18/05/2015
Residencia de Mayores Villa de Agüimes,Paseo,de la Viñuela,4,35260,Agüimes,928 12 44 16,Pública local,60,,"27,904572","-15,448371",25/04/2019
Residencia municipal de mayores de La Aldea de San Nicolás,Calle,Asunción Medina Rodríguez,1,35470,Aldea de San Nicolás (La),928 88 40 89,Pública local,30,,"27,986691","-15,781370",06/05/2015
Residencia anexa al Hospital Insular de Lanzarote,Calle,Juan de Quesada,s/n,35500,Arrecife,928 81 00 00,Pública local,47,,"28,962900","-13,543100",22/08/2017
Centro de convivencia y alojamiento para la 3ª edad de Artenara,Camino,de La Cuevita,s/n,35350,Artenara,928 66 66 65,Pública local,8,,"28,019890","-15,646060",04/04/2019
Centro Sociosanitario de Arucas,Calle,Doctor Pedro Hernández Pérez,2,35400,Arucas,928 63 30 89,Pública local,71,,"28,115876","-15,522931",19/07/2013
Residencial La Pineda,Plaza,Hernando de Pineda,9,35413,Arucas,928 60 35 11,Privada,57,www.residenciallapineda.com,"28,141122","-15,523346",11/07/2017
Residencia de ancianos Genoveva Pérez,Calle,Argentina,s/n,35469,Gáldar,928 88 23 10 / 928 89 72 97,Pública local,48,,"28,138283","-15,665313",25/06/2019
AMAVIR Haría,Calle,César Manrique,s/n,35520,Haría,928 83 60 60,Pública local,40,www.amavir.es/residencia-de-ancianos-las-palmas-amavir-haria-lanzarote,"29,144600","-13,502400",23/04/2019
Residencia de mayores de Ingenio,Calle,Párroco José Pérez Ramírez,1,35250,Ingenio,928 78 67 59,Pública local,28,,"27,920472","-15,442462",08/05/2015
Miniresidencia municipal de la Villa de Moya,Calle,Lope de Vega,17,35420,Moya,928 61 24 29,Pública local,12,,"28,111094","-15,582330",11/05/2015
Casa San Vicente de Paúl,Calle,San Agustín,3 - 5 - 7,35001,Palmas de Gran Canaria (Las),928 33 75 84,Privada sin fin de lucro,45,,"28,100787","-15,412549",17/07/2017
Ballesol Las Palmas,Calle,Perojo,14,35003,Palmas de Gran Canaria (Las),928 27 85 90,Privada,99,ballesol.es/residencias-para-mayores-en-cantabria/residencias-ancianos-cantabria,"28,109473","-15,419103",05/04/2019
Centro sociosanitario Nuestra Señora del Pino,Calle,Ángel Guimerá,91,35004,Palmas de Gran Canaria (Las),928 29 25 45,Pública local,218,,"28,118122","-15,426315",12/07/2017
Residencial 3ª edad Las Rosas,Calle,Góngora,8 - Ciudad Jardín,35005,Palmas de Gran Canaria (Las),928 24 34 98 / 928 23 17 53,Privada,29,,"28,122146","-15,431052",11/07/2017
Centro Sociosanitario Queen Victoria,Paseo,de la Cornisa,1,35011,Palmas de Gran Canaria (Las),928 25 85 23,Privada,99,www.queenvictoria.es,"28,120933","-15,434019",04/09/2017
Riocais Residencial Altavista,Calle,Juan Ramón Jiménez,29,35011,Palmas de Gran Canaria (Las),928 25 50 50,Privada,29,www.residenciaaltavista.com,"28,117203","-15,434000",07/07/2017
Residencia Hogar Nuestra Señora del Pino,Carretera,del Centro,Km. 5,35017,Palmas de Gran Canaria (Las),928 35 33 55,Privada sin fin de lucro,390,,"28,073600","-15,448700",22/10/2012
Hospital Dermatológico,Calle,Hoya del Parrado,2,35017,Palmas de Gran Canaria (Las),928 35 03 54,Pública local,54,,"28,052985","-15,449183",04/04/2019
