"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Huelva, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Orpea Aljaraque,,El Limonero,s/n - Urbanización Dehesa Golf,21110,Aljaraque,959 52 28 36,Privada,147,orpea.es/centros-residencias/residencia-ancianos-huelva-aljaraque,"37,286221","-7,004296",28/04/2019
Centro para mayores Madre de Dios,Calle,Padre José Antonio Rodríguez Bejerano,133,21730,Almonte,959 45 00 63,Privada sin fin de lucro,106,,"37,263576","-6,508240",14/05/2015
Residencia Fundación Núñez Limón,Avenida,Pedro Carrasco,s/n,21520,Alosno,959 39 64 39,Privada sin fin de lucro,35,,"37,548016","-7,118654",04/04/2019
DomusVi Monte Jara,Calle,Polígono Santa Bárbara,s/n,21530,Alosno,959 39 79 63,Privada,163,www.domusvi.es/residencia-mayores-huelva-tharsis-monte-jara,"37,602301","-7,125911",05/04/2019
Hogar Reina de los Ángeles,Plaza,Alta,26,21200,Aracena,959 11 07 21,Privada sin fin de lucro,96,,"37,891815","-6,561009",11/02/2013
Centro Residencial Sierraracena,Calle,Pablo Ruiz Picasso,12 - Urb. Cercado de los Reyes,21200,Aracena,959 12 65 96,Privada,,,"37,885417","-6,574058",07/05/2018
Residencia San José,Calle,Juan Ramón Jiménez,45,21280,Arroyomolinos de León,959 19 75 89,Pública local,22,,"38,022602","-6,421160",05/05/2015
Residencia de mayores Lerdo de Tejada,Calle,San Antonio,56,21400,Ayamonte,959 64 10 90,Privada,129,www.residenciaayamonte.es,"37,215470","-7,406169",08/04/2019
Residencia de mayores Virgen de Clarines,Carretera,de Candón,17,21630,Beas,959 30 87 47,Privada,73,www.residenciaclarines.com,"37,421820","-6,791663",09/04/2019
Centro residencial Santa María de Gracia,Avenida,Villanueva de las Cruces,s/n,21300,Calañas,959 56 60 69,Privada,31,,"37,651465","-6,878906",10/04/2019
