"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Ciudad Real, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Municipal San Juan Bautista,Calle,Prolongación C/ del Río,s/n,13180,Abenójar,926 83 55 12,Pública local,44,,"38,878143","-4,356331",01/10/2019
Residencia de Mayores El Cristo,Plaza,Cristo,4,13410,Agudo,926 73 01 47,Privada,71,,"38,982167","-4,881674",05/04/2019
Residencia Virgen de la Estrella,Paseo,de Juan XXIII,33,13410,Agudo,926 73 04 99,Privada,34,,"38,985475","-4,872037",05/04/2019
Residencial Geriátrico San Blas,Calle,Pablo Picasso,44,13410,Agudo,926 73 06 06 / 638 56 58 40,Privada,41,,"38,983110","-4,868349",12/07/2013
Care Alamillo - Santísimo Cristo del Humilladero,Calle,Ciudad Real,19,13413,Alamillo,926 73 52 35,Pública local,48,orpea.es/centros-residencias/residencia-ancianos-ciudad-real-alamillo,"38,678241","-4,786646",12/09/2017
Residencia de Ancianos de Albaladejo Amparo y Eloy Rodado,Calle,Mayor,36,13340,Albaladejo,926 35 80 30,Privada sin fin de lucro,31,,"38,618049","-2,805198",03/04/2019
Residencia de Mayores Dulcinea,Avenida,de los Institutos,s/n,13600,Alcázar de San Juan,926 58 89 40,Pública autonómica,120,,"39,392204","-3,223284",06/05/2015
Vivienda Tutelada de Mayores,Calle,Jesús Romero,29,13600,Alcázar de San Juan,926 54 76 04,Pública local,8,,"39,387737","-3,212459",12/08/2013
Residencia Asistida de Mayores Nuestra Señora del Rosario,Carretera,N-420,Km. 285,13600,Alcázar de San Juan,926 58 80 90,Privada,170,www.gbresidencias.com,"39,386304","-3,240475",04/04/2019
Residencia Virgen del Rosario,Calle,San Juan,11,13600,Alcázar de San Juan,926 54 28 58,Privada sin fin de lucro,13,,"39,387598","-3,209834",06/05/2015
Residencia Santa Marta,Avenida,Santa Teresa Jornet,s/n,13600,Alcázar de San Juan,926 54 06 49,Privada sin fin de lucro,140,,"39,393842","-3,228678",07/07/2011
Residencia de Mayores Cabañeros,Carretera,de Horcajo,4,13116,Alcoba,926 77 02 82,Pública autonómica,33,,"39,258210","-4,475761",05/04/2019
Vivienda tutelada de Alcolea de Calatrava,Paseo,de los Olivos,s/n,13107,Alcolea de Calatrava,926 69 73 86,Pública local,10,,,,24/06/2015
Vivienda Tutelada de Mayores de Alcubillas,Calle,Esperanza,1,13391,Alcubillas,926 35 62 16,Pública local,8,,"38,753635","-3,136897",10/05/2019
Residencia Ramón Zamora,Calle,Concejo,1,13380,Aldea del Rey,926 86 57 64,Pública local,22,,"38,739104","-3,841018",16/07/2013
Residencia de Ancianos Aura Santa Bárbara,Avenida,de España,12,13400,Almadén,926 71 11 99,Privada sin fin de lucro,73,www.auraandalaucia.es/ficha-centro/15/aura-santa-barbara/,"38,775471","-4,828007",12/09/2017
Residencia de Mayores Almadén,Avenida,de Puertollano,14,13400,Almadén,926 71 30 99,Pública local,40,,"38,772362","-4,829804",11/07/2013
Residencia Estrella del Carmen,Calle,Mercurio,2,13400,Almadén,926 26 45 29,Privada,30,www.estrelladelcarmen.es,"38,781305","-4,831207",05/04/2019
Residencia de Ancianos Enfermos Crónicos Nuestra Señora de Fátima,Calle,Párroco Isidoro Castellanos,54,13400,Almadén,926 71 19 38,Privada sin fin de lucro,80,,"38,774361","-4,824664",12/09/2017
Centro de Mayores Campo de Calatrava,Calle,Santiago García Caballerón,s/n,13270,Almagro,926 26 11 04,Privada,105,www.cmccalatrava.es,"38,885681","-3,703522",03/04/2019
Vivienda Municipal de Mayores,Calle,Escuelas,2,13328,Almedina,926 35 64 41,Pública local,8,,"38,622253","-2,956758",19/04/2018
Residencia El Pinar,Calle,Francisco Gascón Bueno,1,13580,Almodóvar del Campo,926 44 20 58,Privada,80,,"38,703776","-4,178548",04/04/2019
Residencia Geriátrica La Concepción,Carretera,de Madrid a Cádiz,Km. 232,13760,Almuradiel,926 33 90 00,Privada,97,,"38,509356","-3,497517",03/04/2019
Vivienda tutelada de mayores,Calle,de la Mina,2,13117,Anchuras,660 88 55 95,Privada,12,,"39,479759","-4,842322",01/08/2011
Residencia de Mayores Virgen de Peñarroya,Calle,Académicos,11,13710,Argamasilla de Alba,926 52 21 26,Pública autonómica,46,,"39,128673","-3,087117",11/09/2017
Residencia Hogar Argamasilla,Avenida,Libertad,s/n,13440,Argamasilla de Calatrava,926 44 26 48 / 608 50 20 36,Privada,102,www.residenciahogarargamasilla.com,"38,721138","-4,077049",20/04/2019
Vivienda municipal de mayores,Plaza,de las Escuelas,1,13193,Arroba de los Montes,926 77 15 01,Pública local,6,,"39,152364","-4,544161",15/04/2019
Residencia Municipal Virgen del Monte,Calle,Centro de Salud,s/n,13260,Bolaños de Calatrava,926 87 33 30,Pública local,30,garcinia12.es/res_bolanos.html,"38,906850","-3,671259",14/03/2018
Residencia de mayores Puerta de Alcudia,Carretera,de Cabezarrubias,s/n,13450,Brazatortas,926 47 11 72,Privada,59,www.residenciapuertadealcudia.com,"38,657770","-4,297267",11/04/2019
Vivienda Tutelada de Mayores de Brazatortas,Calle,Real,91,13450,Brazatortas,926 47 10 04,Pública local,10,,"38,656927","-4,293955",08/06/2015
