"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Illes Balears, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Centre residencial Es Ramal,Calle,Baixamar,43,07730,Alaior,971 37 10 38,Pública local,31,www.intress.org,"39,933662","4,137326",12/05/2015
Habitatge supervisat per a persones grans,Plaça,del Rosari,2,07340,Alaró,971 51 87 16,Pública local,8,,"39,705969","2,792415",23/04/2019
Habitatge supervisat per a persones grans,Calle,Joan Mir Ermità,18,07340,Alaró,971 15 06 16,Pública local,4,,"39,704884","2,793127",23/04/2019
DomusVi Alcúdia,Calle,Formentera,5,07400,Alcúdia,971 54 91 07,Pública local,40,www.domusvi.es/residencia-de-mayores-mallorca-alcudia,"39,854518","3,125530",04/04/2019
Residencia de personas mayores Posada dels Olors,Calle,Pou Nou,13,07570,Artà,971 83 65 61 / 971 82 91 24,Pública local,49,,"39,695726","3,350744",15/04/2019
Llar de majors de Calvià,Plaça,Nova,1,07184,Calvià,971 67 03 03,Pública local,60,www.llardecalvia.com,"39,567298","2,506902",03/04/2019
DomusVi Costa d'en Blanes,Avenida,Tomás Blanes Tolosa,1,07184,Calvià,971 67 70 02,Privada,120,www.domusvi.es/residencia-mayores-mallorca-costa-den-blanes,"39,534836","2,565149",11/07/2017
Residència de 3ª edat Sor Maria Rafaela,Calle,Rambla,s/n,07630,Campos,971 65 24 71,Pública local,33,,"39,433456","3,026225",28/05/2019
DomusVi Capdepera,Calle,Provençals,2,07589,Capdepera,971 81 82 24,Privada,120,www.domusvi.es/residencia-mayores-mallorca-capdepera,"39,681095","3,449486",08/05/2015
Centro Sociosanitario Santa Rita,Calle,Jerònia Alzina,43,07760,Ciutadella de Menorca,971 38 32 47,Pública local,90,,"40,007093","3,844530",10/04/2019
Residència geriàtrica assistida de Ciutadella,Plaça,Sant Antoni,2,07760,Ciutadella de Menorca,971 48 01 00,Pública local,60,,"40,004536","3,842112",11/07/2017
Residencia Reina Sofía,Calle,Antoni Maria Alcover,3,07800,Eivissa,971 30 14 12 / 971 30 07 96,Privada,149,,"38,903093","1,412709",13/07/2017
Hospital Residencia Asistida Can Serres,Calle,Cosme Vidal Llacer,27,07800,Eivissa,971 19 56 50,Pública local,154,,"38,901893","1,412852",05/04/2019
Residència de persones majors Bartomeu Quetglas,Carretera,de Campos a Felanitx,"Políg. 55, parcela 72",07200,Felanitx,971 58 41 87,Pública local,100,www.imasmallorca.com/usuaris.php?usu_ID=14,"39,466400","3,136270",12/05/2015
Residència geriàtrica de Ferreries,Calle,Fred,65,07750,Ferreries,971 15 51 58,Pública local,19,www.intress.org,"39,984841","4,011893",10/07/2017
Seniors Inca,Calle,Joan Fuster,3,07300,Inca,971 88 33 60,Privada,120,www.seniorsresidencias.es/es/seniors-residencia-mayores-inca,"39,719037","2,898618",15/10/2019
Residència Miquel Mir,Calle,Sant Francesc,52,07300,Inca,971 50 09 17,Pública local,41,,"39,719499","2,911853",11/07/2017
Residencia de Personas Mayores de Llucmajor,Calle,Sa Font,49,07620,Llucmajor,971 66 24 24,Pública local,47,,"39,492481","2,893416",16/07/2019
Seniors Manacor,Calle,Vía de Palma,47,07500,Manacor,971 83 46 66,Privada,120,www.seniorsresidencias.es/es/senior-residencia-mayores-manacor,"39,574846","3,201952",15/10/2019
Residencia de Llevant,Calle,Escamarlá,s/n,07680,Manacor,971 81 52 59,Privada,80,www.residenciallevant.com,"39,545088","3,329556",12/04/2019
Residencia geriátrica asistida del Ayuntamiento de Maó,Calle,Cos de Gracia,26,07702,Maó-Mahón,971 36 12 21,Pública local,90,,"39,887210","4,262334",13/05/2019
Residència d'ancians del Consell Insular de Menorca,Avenida,Josep Anselm Clavé,7,07702,Maó-Mahón,971 36 38 62,Pública local,77,,"39,886531","4,260426",13/05/2015
DomusVi Can Carbonell,Avenida,Can Carbonell,1,07141,Marratxí,971 42 23 73,Privada,120,www.domusvi.es/residencia-mayores-mallorca-can-carbonell/,"39,609802","2,696703",10/07/2017
Residencia geràtrica d'Es Mercadal,Calle,Doctor Camps,16,07740,Mercadal (Es),971 37 50 85,Pública local,23,www.hestiaalliance.org/residencia-y-centro-de-dia-es-mercadal,"39,990898","4,093811",05/04/2019
Habitatges tutelats de Migjorn Gran,Calle,María Auxiliadora,20,07749,Migjorn Gran (Es),971 37 96 28,Pública local,3,www.ajmigjorngran.org/Contingut.aspx?IdPub=1748&Seccio=72,"39,945817","4,050202",01/06/2015
Seniors Montuïri,,Polígono 4,parcelas 9 y 15,07230,Montuïri,971 64 63 67,Privada,120,www.seniorsresidencias.es/es/senior-residencia-mayores-montuiri,"39,563405","2,970915",15/10/2019
Residencia Reina Sofía,Calle,Fra Pere Fornes,13,07440,Muro,971 86 03 18,Pública local,56,,"39,735155","3,059617",11/07/2017
Residencia Oms,Calle,Oms,2,07002,Palma de Mallorca,971 17 71 40,Pública autonómica,28,www.caib.es/govern/sac/fitxa.do?codi=1110772&coduo=138646&lang=ca,"39,575271","2,651892",12/07/2017
Residencia Sant Miquel,Calle,Sant Miquel,71,07002,Palma de Mallorca,971 17 71 41,Pública autonómica,68,www.caib.es/govern/sac/fitxa.do?codi=1110772&coduo=138646&lang=ca,"39,575781","2,652154",12/07/2017
Casa de ancianos Hermanitas de los Pobres,Avenida,General Riera,17,07003,Palma de Mallorca,971 75 06 84,Privada sin fin de lucro,90,,"39,581073","2,647120",08/04/2019
Residencia de señoras - HH. Carmelitas,Calle,Obispo,5,07003,Palma de Mallorca,971 71 51 14,Privada sin fin de lucro,34,,"39,572995","2,648656",04/04/2019
Residencia de 3ª edad Elena,Calle,Isidoro Antillón,86,07005,Palma de Mallorca,971 27 92 55,Privada,26,www.residenciaelena.com,"39,577500","2,665212",06/04/2019
Residencia Bocambilia,Calle,Illa Malgrat,5,07007,Palma de Mallorca,971 26 25 73,Privada,125,www.residenciabocambilia.com,"39,552490","2,692736",22/04/2019
Residencia de 3ª edad Ciudad Jardín,Pasaje,Les Roques,3,07007,Palma de Mallorca,971 26 29 17,Privada,51,www.ciudadjardinresidencia.es,"39,550870","2,691389",06/04/2019
Residencia Son Ametler,Calle,Lanzone,30,07008,Palma de Mallorca,971 90 77 54,Privada,25,www.sonametler.com,"39,591433","2,686000",16/08/2011
DomusVi Palma,Camino,dels Reis,308,07010,Palma de Mallorca,971 49 85 44,Privada,231,www.domusvi.es/residencia-mayores-mallorca-palma,"39,597374","2,644017",17/07/2017
Habitatges tutelats C'an Granada,Camino,dels Reis,308,07010,Palma de Mallorca,971 90 22 02,Privada,51,www.cangranadapalmaplanas.com,"39,598056","2,645677",14/05/2015
Llar d'ancians,Avenida,General Riera,115,07010,Palma de Mallorca,971 76 03 01,Pública local,280,www.imasmallorca.net/es/residencias/218,"39,591770","2,644425",18/07/2017
Residencia mixta de pensionistas Bonanova,Calle,Francisco Vidal i Sureda,72,07015,Palma de Mallorca,971 00 29 00,Pública local,400,,"39,559833","2,609804",04/04/2019
Residencia Borenco,Calle,Joan Miró,61,07015,Palma de Mallorca,971 73 23 47,Privada,99,,"39,560779","2,624698",09/04/2019
Residencia Fontsana,Calle,Joan Miró,4 - A,07015,Palma de Mallorca,971 91 22 22,Privada,166,www.fontsana.com,"39,567808","2,628201",07/05/2018
