"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Girona, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Casa de Repòs,Calle,Doctor Santiago Geli,3 - 5,17401,Arbúcies,972 86 00 28,Privada sin fin de lucro,69,,"41,817627","2,515382",10/07/2017
Residència El Mirador de l'Estany,Carretera,de Banyoles a Figueres,Km. 1.5,17820,Banyoles,972 58 04 63,Privada,35,www.elmiradorestany.com,"42,135235","2,762955",06/04/2019
Residència Bella Tardor - Fundación privada Hermana Marta Bernal,Paseo,de la Puda,46 - 54,17820,Banyoles,972 57 57 82,Privada,38,,"42,115931","2,757055",08/04/2019
Miniresidència per a gent gran Joaquina Redondo Muñoz,Calle,Major,7 - 9,17820,Banyoles,972 58 15 10,Privada,21,,"42,116012","2,766820",13/03/2017
Residència Sagrat Cor,Calle,Nou,41,17820,Banyoles,972 57 04 45 / 972 57 62 04,Privada sin fin de lucro,69,www.sagratcor.com,"42,120350","2,768338",10/07/2017
Residència La Solana de Banyoles,Calle,Prior Agustí,17,17820,Banyoles,972 57 66 34,Privada,96,www.residencialasolana.com,"42,120468","2,760037",04/04/2019
Residència El Vellet,Calle,Rambla,25,17820,Banyoles,972 57 59 63,Privada,24,,"42,118399","2,762688",04/06/2015
Residència per a gent gran Can Carré,Calle,Sant Martirià,75 - 77,17820,Banyoles,972 57 40 05,Privada,25,www.artris.org,"42,121262","2,764709",24/04/2019
Residencia La Vila Gran,Calle,Tarragona,30 - 36,17820,Banyoles,972 58 15 70 / 972 58 32 46,Privada,51,lavilagran.com,"42,114094","2,773162",04/04/2019
Hogar Santa Teresa Jornet,Calle,Valls,67,17820,Banyoles,972 57 03 84,Privada sin fin de lucro,100,www.hermanitas.es,"42,120306","2,766888",05/03/2018
Residència Edat 3 Besalú,Pasaje,Mallorca,s/n,17850,Besalú,972 58 09 38,Privada,45,www.edat3besalu.cat,"42,201403","2,695749",05/04/2019
Residència Santa Anna,Calle,Santa Anna,41,17162,Bescanó,972 44 28 86,Privada,64,www.residenciasantanna.com,"41,964896","2,746046",04/04/2019
Residència geriàtrica municipal Zoilo Feliu,Calle,Hospital,7,17100,Bisbal d'Empordà (La),972 64 01 10,Pública local,62,www.labisbal.cat/ca/gent-gran-sanitat-i-serveis-socials.html,"41,958338","3,037447",11/04/2019
Residència Sant Oleguer de Blanes,Calle,Arnau Gatell,7,17300,Blanes,972 35 54 80,Privada,30,,"41,676418","2,781202",30/11/2011
Hospital Asil Sant Jaume,Calle,Jaume Arcelós,1,17300,Blanes,972 33 15 50,Privada,81,www.salutms.org/web/default.html#/centres,"41,676012","2,787257",03/05/2018
Residencial Blanes,Calle,Josep Tarradellas,44,17300,Blanes,972 33 73 51,Privada,55,lavostrallar.com/residencias/residencia-blanes,"41,668011","2,783646",24/04/2019
Residència Clívia,Calle,S'Auguer,44,17300,Blanes,972 35 35 06,Privada,66,www.residenciaclivia.com,"41,671176","2,788344",17/04/2019
Residència geriàtrica L'Hospital,Calle,Guillem Bruguera,13,17488,Cadaqués,972 15 92 56,Privada,22,,"42,287846","3,275662",17/07/2017
