"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Burgos, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia de mayores Valle del Cuco Ribera del Riaza,Avenida,Castilla,s/n,09462,Adrada de Haza,947 53 14 65,Privada,48,www.valledelcuco.com,"41,596902","-3,822919",31/07/2013
Hospital Residencia Asistida La Luz,Calle,Duratón,2,09400,Aranda de Duero,947 50 01 50,Privada,76,www.hralaluz.es,"41,662150","-3,694402",21/07/2017
Residencia Virgen de las Viñas,Avenida,Orfeón Arandino,10,09400,Aranda de Duero,947 54 62 74,Pública autonómica,130,,"41,656206","-3,687942",04/04/2019
Residencia Sagrada Familia,Avenida,Santa Teresa Jornet,s/n,09400,Aranda de Duero,947 50 25 86 / 947 50 25 00,Privada sin fin de lucro,156,,"41,667000","-3,694490",11/07/2017
Residencia de ancianos Ciudad de Aranda,Carretera,Sinovas,Km. 0.6,09400,Aranda de Duero,947 51 40 95,Privada,69,www.residencia-ciudadaranda.com,"41,680100","-3,679930",03/04/2019
Residencia Ciudad del Bienestar,Paseo,Virgen de las Viñas,s/n,09400,Aranda de Duero,947 67 00 67,Privada,100,www.ciudaddelbienestar.com,"41,677562","-3,689686",08/04/2019
Residencia de personas mayores San Antón,Calle,La Cañada,s/n,09229,Balbases (Los),947 16 55 29 / 608 44 16 97,Privada sin fin de lucro,49,,"42,216185","-4,067039",08/04/2019
Fundación San Lázaro,Avenida,de Burgos,38,09250,Belorado,947 58 06 28,Privada,44,,"42,417678","-3,199722",03/04/2019
Residencia de personas mayores Reina Amalia II,Calle,Los Sauces,22,09240,Briviesca,947 59 06 43,Privada,35,,"42,546105","-3,320535",27/09/2011
Residencia de personas mayores Reina Amalia,Calle,Mencía de Velasco,21,09240,Briviesca,947 59 06 43,Privada,24,,"42,546294","-3,321077",11/07/2013
Residencia La Milagrosa,Avenida,Príncipe de Asturias,6,09240,Briviesca,947 59 00 13,Privada,89,,"42,549888","-3,321106",07/07/2017
Centro asistencial Condestable,Calle,Arlés,26,09001,Burgos,947 46 30 48,Privada,36,,"42,341260","-3,735796",13/07/2017
Centro Gerontológico de Burgos,Calle,Bernardino Obregón,9,09001,Burgos,947 25 79 40,Privada,93,www.gerontologicodeburgos.com,"42,337325","-3,721604",03/04/2019
Residencia de 3ª edad Los Parralillos,Calle,Condes de Berberana,6 - 8,09001,Burgos,947 46 17 30,Privada,65,,"42,337712","-3,725170",04/04/2019
Residencia de mayores San Agustín,Plaza,de San Agustín,s/n,09001,Burgos,947 26 43 20 / 947 26 43 21,Pública provincial,99,www.burgos.es/centros-y-sedes/centros-residenciales-tercera-edad/residencia-san-agustin,"42,334100","-3,703480",08/03/2018
Residencia El Carmen,Avenida,del Monasterio de las Huelgas,7,09001,Burgos,947 26 16 67 / 947 26 54 00,Privada sin fin de lucro,36,www.carmiseuropa.org/es/contenido/?idsec=386,"42,337218","-3,713447",03/04/2019
Hogar Residencial Real y Antigua II,Calle,Huesca,4,09001,Burgos,947 26 90 47,Privada,27,,"42,329759","-3,706604",26/04/2011
Residencia militar Nuestra Señora del Perpetuo Socorro I y II,Calle,Reina Leonor,s/n,09001,Burgos,947 20 59 75,Pública estatal,71,,"42,337632","-3,718650",05/05/2015
Residencia de 3ª edad Condesa Mencía 2,Calle,Teruel,4,09001,Burgos,947 27 78 50,Privada,101,www.residenciacondesamencia.es,"42,330480","-3,706170",07/08/2011
Residencia mixta de personas mayores Burgos I,Calle,Cortes,s/n,09002,Burgos,947 26 43 75 / 947 26 96 43,Pública autonómica,260,,"42,336082","-3,684615",04/04/2019
Hogar Residencia San Julián y San Quirce,Calle,Barrantes,1,09003,Burgos,947 20 18 47,Privada,101,www.barrantes.org,"42,339204","-3,707680",15/04/2019
Residencias Santa Águeda y Plaza de la Catedral,Calle,Santa Águeda,6,09003,Burgos,947 27 31 64 / 947 65 92 00,Privada,61,residenciasantaagueda.com,"42,339986","-3,705750",26/04/2018
Residencia Época Burgos,Calle,Alonso de Cartagena,6 - 8,09005,Burgos,947 24 22 00 / 639 14 17 88 / 630 67 50 60,Privada,12,www.residenciaepocaburgos.com,"42,348511","-3,698521",05/04/2019
Residencia de Religiosas Angélicas,Calle,Azorín,2,09005,Burgos,947 27 42 51,Privada sin fin de lucro,99,,"42,345462","-3,699047",04/04/2019
Centro asistencial de las Hermanas Hospitalarias,Calle,Delicias,11,09005,Burgos,947 27 60 60,Privada sin fin de lucro,67,www.hospitalariasburgos.es,"42,346482","-3,699738",04/04/2019
