"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Gipuzkoa, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia San Juan Bautista,Avenida,Ama Kandida,23 A,20140,Andoain,943 59 39 35,Pública provincial,97,,"43,222359","-2,018169",08/04/2019
Residencia Debagoiena,Calle,Lausitta,30,20550,Aretxabaleta,943 77 20 88,Privada,170,www.gsr.coop/residencias-de-personas-mayores/residencias-de-personas-mayores-en-aretxabaleta,"43,038478","-2,508013",26/04/2017
Residencia Iturbide,Avenida,Garibai,1,20500,Arrasate/Mondragón,943 79 72 11,Pública local,105,,"43,064981","-2,489886",20/05/2019
Unidad Residencial Psicogeriátrica Benito Menni,,Gesalibar,15,20500,Arrasate/Mondragón,943 79 44 11,Privada sin fin de lucro,30,www.personamayor.org/nuestros-centros/residencias/arrasate-residencia-aita-menni,"43,063485","-2,529876",08/04/2019
Vivienda comunitaria,,Iturri Kalea,1,20159,Asteasu,943 69 33 09,Pública local,4,,"43,194778","-2,099783",26/05/2015
Residencia San José,Barrio,Santa Cruz,16,20720,Azkoitia,943 85 13 23,Pública local,68,,"43,176168","-2,299073",11/07/2013
Residencia San Martín,Calle,Hartzubia,9,20730,Azpeitia,943 81 43 50,Privada sin fin de lucro,86,,"43,182066","-2,265121",06/09/2013
Fundación Arangoiti,Carretera,de Erauskin,9,20200,Beasain,943 88 01 56,Privada,77,,"43,048186","-2,197847",27/07/2017
Residencia de Ancianos Kabia-Bergara Mizpirualde,Plaza,Magdalena,1,20570,Bergara,943 76 13 68,Pública provincial,100,,"43,116382","-2,411628",03/04/2019
Residencia Seminario Egotiza,Paseo,Heriz,82,20008,Donostia/San Sebastián,943 22 38 69,Privada,37,,"43,310304","-2,002767",15/07/2017
Centro sociosanitario Cruz Roja,Calle,Matia,7,20008,Donostia/San Sebastián,943 31 66 10,Privada sin fin de lucro,130,www.cruzroja.es,"43,314028","-2,001711",04/04/2019
Sanitas Residencial Miramón,Paseo,Miramón,193,20009,Donostia/San Sebastián,943 30 93 10 / 902 19 52 29,Privada,150,www.sanitas.es/sanitasresidencial/residencias-mayores/residencia-miramon,"43,287865","-1,981880",08/05/2015
Residencia Nuestra Señora de la Paz,Calle,Egia,21,20012,Donostia/San Sebastián,943 27 54 23,Privada sin fin de lucro,62,gsr.coop,"43,315715","-1,971698",10/07/2017
Residencia Aldakonea,Calle,Konkorrenea,23,20012,Donostia/San Sebastián,943 27 82 38 / 943 27 81 00,Pública provincial,110,,"43,319083","-1,972194",02/05/2019
Clínica San Ignacio,Avenida,Alcalde José Elosegui,43,20013,Donostia/San Sebastián,943 28 73 00,Privada,93,,"43,321909","-1,956871",03/04/2019
Villa Residencial Hermano Gárate,Avenida,Alcalde José Elosegui,43,20013,Donostia/San Sebastián,943 28 73 00,Privada,69,,"43,321909","-1,956871",03/04/2019
DomusVi Villa Sacramento,Calle,Atarizar,18 - 20,20013,Donostia/San Sebastián,943 32 00 73 / 902 19 62 14,Privada,123,www.domusvi.es/residencia-mayores-guipuzcoa-san-sebastian-villa-sacramento,"43,321241","-1,961955",03/04/2019
Residencia Villa Herminia,Avenida,Ategorrieta,49,20013,Donostia/San Sebastián,943 29 21 41,Privada,24,,"43,322118","-1,964997",09/05/2018
Residencia San José de la Montaña,Calle,Calzada Vieja,43,20013,Donostia/San Sebastián,943 27 08 50,Privada sin fin de lucro,60,www.residenciasjm.com,"43,323864","-1,965836",15/04/2019
Aita Etxe,Calle,Intxaurrondo,40 - Altoa de Ategorrieta,20013,Donostia/San Sebastián,943 27 76 34 / 620 01 83 41,Privada,27,www.aitaetxe.com,"43,320767","-1,955510",12/05/2015
Fundación Zorroaga,Calle,Alto de Zorroaga,1,20014,Donostia/San Sebastián,943 45 18 00,Privada sin fin de lucro,302,www.zorroaga.com,"43,303947","-1,967885",03/04/2019
Residencia Txara II,Paseo,Baratzategui,9,20015,Donostia/San Sebastián,943 29 26 22,Pública provincial,95,,"43,313391","-1,955469",14/05/2015
Viviendas Comunitarias Intxaurrondo,Paseo,de Mons,139 - 141,20015,Donostia/San Sebastián,943 27 93 53,Pública local,46,,"43,317206","-1,946914",14/03/2018
Centro gerontológico Lamourous Zubiaurre,Calle,Joseba Zubimendi,1,20015,Donostia/San Sebastián,943 32 77 93,Privada,145,www.matiafundazioa.net/es/centros/lamourous-0,"43,319731","-1,957954",09/05/2018
Centro gerontológico Alai-Etxe,Paseo,Luis Pradera,43,20015,Donostia/San Sebastián,943 40 06 43,Pública provincial,75,www.biharko.org,"43,318614","-1,945054",10/07/2017
Centro gerontológico Txara1,Paseo,Zarategi,100 - Bº Intxaurrondo Sur,20015,Donostia/San Sebastián,943 32 68 38,Pública provincial,120,,"43,313943","-1,956442",15/04/2019
DomusVi Berra,Calle,Berratxo,2 - Bº de Alza,20017,Donostia/San Sebastián,943 35 30 30,Privada,140,www.domusvi.es/residencia-mayores-guipuzcoa-san-sebastian-berra,"43,319212","-1,922699",04/04/2019
Centro Residencial Ricardo Bermingham,Camino,de los Pinos,35,20018,Donostia/San Sebastián,943 31 71 00,Privada sin fin de lucro,59,www.matiafundazioa.net/es/centros/bermingham,"43,303749","-2,001248",11/05/2015
Centro gerontológico Berio,Calle,Escritor José Artetxe,2,20018,Donostia/San Sebastián,943 31 10 90 / 943 31 10 88,Pública provincial,73,,"43,305190","-2,015112",16/07/2013
Residencia Berriz 1,Calle,Simona de Lajust,6,20018,Donostia/San Sebastián,943 31 68 71,Privada,36,residenciaberriz.com,"43,311044","-2,005402",17/04/2017
Centro gerontológico Julián Rezola,Avenida,Zarautz,123,20018,Donostia/San Sebastián,943 31 71 20,Privada sin fin de lucro,128,www.matiafundazioa.net/es/centros/julian-rezola-0,"43,303299","-2,003045",09/05/2018
Centro Egogain,Calle,Legarre,8,20600,Eibar,943 82 00 87,Pública provincial,154,,"43,185344","-2,478765",05/04/2019
Fundación pública San Andrés,Calle,Legarre,6,20600,Eibar,943 82 03 44,Pública local,95,,"43,185004","-2,477295",26/04/2019
Residencia San Lázaro,Calle,Pedro Muguruza,1,20870,Elgoibar,943 74 02 96,Pública local,48,,"43,216408","-2,411063",10/07/2013
Residencia Sanmarkosene,Carretera,de San Marcos,s/n,20100,Errenteria,943 34 43 46,Privada,130,www.grupogureak.com,"43,305838","-1,916225",07/07/2017
Residencia Sagrado Corazón,Paseo,Gabierrota,s/n,20100,Errenteria,943 52 60 00,Pública local,140,,"43,310300","-1,892490",07/07/2017
