"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Alicante/Alacant, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Residencia Emilio Sala,Calle,Bisbe Orberà,2,03801,Alcoy/Alcoi,965 54 37 11,Pública autonómica,132,,"38,697317","-0,477482",11/09/2017
Centro de respiro Solroja para enfermos de Alzheimer y otras demencias,,Partida Riquer Baix,s/n,03801,Alcoy/Alcoi,966 52 30 56,Privada,17,,"38,694200","-0,464963",08/05/2019
DomusVi Alcoi,Calle,Oliver,22,03802,Alcoy/Alcoi,965 33 46 84,Privada,140,www.domusvi.es/residencias-tercera-edad-domusvi-alcoi-alicante,"38,694958","-0,483488",16/04/2019
Residencia para personas mayores dependientes Mariola,,Partida Huerta Mayor,11,03803,Alcoy/Alcoi,965 33 01 08,Pública autonómica,60,,"38,702006","-0,477194",12/04/2019
Asilo Hogar San José,Calle,Santa Teresa de Jornet,2,03804,Alcoy/Alcoi,965 52 01 16,Privada sin fin de lucro,121,,"38,704836","-0,465193",25/04/2018
Anneke Residence,Calle,Riu Castells,3 - Urb. Belmonte,03580,Alfàs del Pi (l'),966 81 40 34,Privada,48,www.anneke.es,"38,594159","-0,113360",10/04/2019
Residencia de ancianos Fundación Betanien,Avenida,San Rafael,21,03580,Alfàs del Pi (l'),966 87 72 50,Privada,25,www.betanien.no,"38,583873","-0,115901",02/10/2017
Residencia de ancianos Virgen del Remedio,Calle,Isla de Corfú,6,03005,Alicante/Alacant,965 28 03 27,Privada,90,,"38,357837","-0,507096",08/09/2017
DomusVi Babel,Avenida,Alcalde Lorenzo Carbonell,56,03007,Alicante/Alacant,965 11 25 05,Privada,140,www.domusvi.es/residencias-tercera-edad-domusvi-alicante-babel,"38,338981","-0,511680",03/01/2018
Residencia de 3ª edad La Florida,Calle,Tomás Aznar Doménech,43,03007,Alicante/Alacant,965 10 70 83 / 965 10 71 70,Pública autonómica,96,,"38,340381","-0,513225",03/04/2019
Residencia Nuestra Señora de Lourdes,Plaza,San Juan de Dios,2,03010,Alicante/Alacant,965 25 39 11 / 965 24 90 52,Privada sin fin de lucro,73,,"38,355400","-0,487085",07/04/2019
Residencia de 3ª edad Doña Rosa,Avenida,Antonio Ramos Carratalá,17,03015,Alicante/Alacant,965 16 19 91,Privada,70,,"38,369157","-0,461977",10/04/2019
Residencia de personas mayores dependientes Alacant,Calle,Cronista Vicente Martínez Morella,1,03015,Alicante/Alacant,965 17 93 75,Pública autonómica,206,,"38,371073","-0,479781",11/07/2013
Residencia Gerusía,Calle,Cruz de Piedra,10,03015,Alicante/Alacant,966 28 30 30,Privada,84,residenciagerusia.com,"38,364550","-0,463351",30/09/2017
Residencia Vistasol 5,Calle,Concha Espina,26,03016,Alicante/Alacant,966 10 94 49,Privada,,www.vistasol5.com,"38,365932","-0,454569",04/10/2018
Residencia Alzheimer Alicante,Avenida,Deportista Miriam Blasco,13,03016,Alicante/Alacant,657 91 58 79 / 965 26 50 70,Privada sin fin de lucro,29,www.alzheimeralicante.org,"38,368520","-0,435784",24/04/2019
Ballesol Vía Parque,Calle,Virgilio,17,03016,Alicante/Alacant,965 15 68 33,Privada,148,ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-via-parque,"38,369360","-0,440236",08/09/2017
Residencia de 3ª edad Beanda,Avenida,Ansaldo,1 - La Albufera,03540,Alicante/Alacant,965 15 30 08,Privada,31,,"38,364758","-0,430787",23/04/2019
Centro para mayores Alicante Condomina,Avenida,Ansaldo,2,03540,Alicante/Alacant,965 15 93 76,Privada,140,www.domusvi.es/residencia-tercera-edad-novaire-alicante-condomina,"38,363937","-0,430469",10/04/2019
Ballesol San Juan,Avenida,San Sebastián,33,03540,Alicante/Alacant,965 15 41 25,Privada,112,ballesol.es/residencias-para-mayores-en-la-comunidad-valenciana/ballesol-playa-san-juan,"38,371600","-0,416856",05/04/2019
Residencia Vistahermosa,Calle,Azafrán,16,03559,Alicante/Alacant,965 26 31 95,Privada,33,www.residenciavistahermosa.com,"38,384720","-0,461822",09/04/2019
Residencia El Paular,Calle,Azafrán,62,03559,Alicante/Alacant,965 16 32 05,Privada,45,www.elpaular.com,"38,383055","-0,461487",13/09/2017
Residencia para personas mayores dependientes del Hogar Provincial,Calle,del Hogar,33,03559,Alicante/Alacant,965 26 51 00,Pública provincial,125,,"38,385847","-0,457950",16/04/2019
Casaverde Almoradí,Calle,Pontevedra,s/n,03160,Almoradí,966 78 38 02,Privada,137,www.grupocasaverde.com/centro-para-mayores-casaverde-almoradi,"38,112100","-0,785585",03/04/2019
Residencia de 3ª edad Villa de Altea - Les Boqueres,,Partida Plá del Castell,110,03590,Altea,966 88 17 91,Privada,92,www.emausong.es/elverdadercentros.php,"38,600792","-0,067478",25/04/2018
Residencia de ancianos Nuestra Señora de las Nieves,Calle,Madre Elisea Oliver,2,03680,Aspe,965 49 00 92,Privada,54,www.residenciaaspe.com,"38,341191","-0,772897",08/04/2019
Residencia de tercera edad Banyeres de Mariola,Calle,Doctor Fleming,s/n,03450,Banyeres de Mariola,966 56 81 83,Pública local,52,,"38,723061","-0,653698",30/05/2019
Residencia de personas mayores dependientes Benejúzar,Pasaje,de la Pilarica,s/n,03390,Benejúzar,965 35 67 18 / 966 77 72 07,Pública autonómica,65,sites.google.com/site/residenciabenejuzar/,"38,068547","-0,833026",27/07/2015
Residencia de 3ª edad de Benidorm,,Partida Foietes,1,03502,Benidorm,966 80 74 34,Pública autonómica,100,,"38,544742","-1,140487",12/07/2013
Residencia geriátrica Ciudad Patricia,Calle,Rumania,26,03503,Benidorm,965 86 87 04,Privada,70,www.residenciapatricia.com,"38,545970","-0,095760",04/04/2019
Residencia de tercera edad Benimeli Club Residencial,Calle,Secanets,12,03769,Benimeli,965 58 76 16,Privada,100,www.benimeliclubresidencial.com,"38,821698","-0,042296",03/04/2019
"Fundación de Nuestra Señora de los Dolores, San Joaquín y Santa Ana",Calle,Teulada,6,03720,Benissa,965 73 05 93,Privada,86,www.fundacionresidenciabenissa.com,"38,714225","0,051285",05/04/2019
Fundación Asilo Hospital de Callosa d'En Sarrià,Calle,Ausías March,5,03510,Callosa d'en Sarrià,965 88 05 73,Privada,80,,"38,652953","-0,120222",05/04/2019
La Saleta Calp,Avenida,de Rusia,1,03170,Calp,93 583 88 55,Privada,133,www.lasaleta.com/residencia-personas-mayores-alicante-calpe.php,"38,649622","0,054413",16/04/2019
Gerovida Calpe,,Partida Benicolada,"13, parcela 8G",03710,Calp,965 83 99 90,Privada,98,gerovida.es/centros/alicante/centro-gerovida-en-calpe,"38,650240","0,041417",23/02/2018
Colina Club - Residencia,,Partida Colina del Sol,52B,03710,Calp,965 83 52 28 / 965 83 73 10,Privada,20,www.colinaclub.com,"38,666230","0,047804",24/04/2019
Residencia El Campello,Calle,Bernat Metge,3,03560,Campello (el),965 94 18 93,Privada,134,orpea.es/centros-residencias/centro-dia-residencia-ancianos-alicante,"38,414855","-0,399335",26/09/2017
DomusVi El Campello,Calle,Cocentaina,19,03560,Campello (el),965 63 26 66,Privada,140,www.domusvi.es/residencias-para-mayores-el-campello,"38,440600","-0,381484",08/04/2019
Residencia San Joaquín y Santa Ana,Calle,Mayor,23,03793,Castell de Castells,965 51 81 19 / 686 70 01 54,Privada,28,www.residenciacastells.es,"38,724823","-0,193299",08/04/2019
DomusVi Concentaina,Avenida,Real Blanc,s/n,03820,Cocentaina,965 59 20 66,Privada,140,www.domusvi.es/residencia-para-mayores-domusvi-cocentaina,"38,744619","-0,435451",04/04/2019
Residencia La Purísima,Calle,Vereda Carmelitas Misioneras Teresianas,8,03330,Crevillent,965 40 08 29,Privada,34,,"38,249208","-0,802258",08/04/2019
Residencia municipal Santa Lucía,,Partida Assagador Santa Llúcia,37,03700,Dénia,966 42 11 08 / 965 78 29 12,Pública local,92,,"38,822283","0,112604",04/04/2019
Residencia de 3ª edad Elche,Calle,José Sánchez Sáez,26,03202,Elche/Elx,965 45 53 70,Pública autonómica,116,,"38,272351","-0,687957",12/09/2017
Centro Residencial Elche Seniors,Calle,Alcalde Juan Hernández Rizo,48,03203,Elche/Elx,966 61 40 70,Privada,90,www.elcheseniors.com,"38,267505","-0,670216",06/05/2015
Asilo Hogar San José,Calle,Fernanda Santa María,5,03204,Elche/Elx,966 63 63 16,Privada sin fin de lucro,133,,"38,259839","-0,702788",15/07/2013
DomusVi Elche L'Aljub,Calle,Benijofar,7 - 9,03205,Elche/Elx,965 43 21 58,Privada,140,www.domusvi.es/residencias-de-mayores-en-elche-domusvi-laljub,"38,264921","-0,718392",02/05/2019
DomusVi Elche Carrús,Calle,President Lázaro Cárdenas del Río,2,03206,Elche/Elx,966 67 58 20,Privada,140,www.domusvi.es/residencias-tercera-edad-novaire-elche-carrus,"38,279802","-0,704451",11/04/2019
Residencia de personas mayores de Elda El Catí,Calle,Santa Bárbara,s/n,03600,Elda,965 39 51 13,Pública autonómica,85,,"38,482808","-0,790716",08/04/2019
DomusVi Elda,Calle,Valle Inclán,1,03600,Elda,965 38 16 88,Privada,140,www.domusvi.es/residencias-ancianos-novaire-elda-alicante,"38,482470","-0,800156",08/04/2019
Residencia 3ª edad Mediterráneo,Calle,La Paz,26,03179,Formentera del Segura,966 71 58 63,Privada,40,www.residenciamediterraneo.es,"38,088819","-0,726040",08/04/2019
Residencia Virgen de Gracia,Calle,Blasco Ibáñez,63,03140,Guardamar del Segura,966 17 68 08,Privada,41,www.virgendegraciaresidencia.com,"38,086080","-0,648359",25/04/2018
Residencia Casaverde Guardamar del Segura,Calle,Pío Baroja,2,03140,Guardamar del Segura,966 72 68 72,Privada,100,www.grupocasaverde.com/centro-para-mayores-casaverde-guardamar,"38,088386","-0,649689",08/04/2019
Hogar Asilo San Joaquín,Calle,Paca Guillén,19,03440,Ibi,965 55 29 73,Privada sin fin de lucro,38,,"38,626004","-0,574886",04/04/2019
Residencial Bon Retir,Camino,Cantallops,31,03730,Jávea/Xàbia,965 79 02 42,Privada,30,www.bonretir.com,"38,783087","0,150585",07/05/2015
Fundación Residencia Asilo Hermanos Cholbi de Jávea,Avenida,del Puerto,6,03730,Jávea/Xàbia,965 79 10 80,Privada,60,,"38,792966","0,172297",05/04/2019
Residencia Vicente Cabrera,Calle,Vicente Cabrera,2,03100,Jijona/Xixona,965 61 01 41,Privada sin fin de lucro,70,,"38,539966","-0,507665",24/04/2018
Residencia Nuestra Señora del Remedio,Calle,Mayor,197,03640,Monóvar/Monòver,965 47 03 08,Privada sin fin de lucro,100,,"38,438078","-0,843850",04/04/2018
Fundación Casa Beneficencia,Plaza,de la Ermita,1,03830,Muro de Alcoy,965 53 07 64,Privada,55,,"38,780324","-0,438962",08/09/2017
