"Envejecimiento en Red, Centro de Ciencias Humanas y Sociales, CSIC. Contacto: enred@cchs.csic.es. Más información: http://envejecimiento.csic.es/documentos/documentos/enred-estadisticasresidencias2019.pdf ",,,,,,,,,,,,
"Residencias en Cuenca, 2019",,,,,,,,,,,,
,,,,,,,,,,,,
Denominación,Dirección,,,C. Postal,Municipio,Teléfono,Titularidad,Plazas,URL,Latitud,Longitud,Última actualización:
Vivienda municipal de mayores,Calle,Agustín Fernández Muñoz,2,16195,Abia de la Obispalía,969 27 22 57,Pública local,10,,"40,019225","-2,396780",07/02/2011
Vivienda de mayores El Acebrón,Calle,San Miguel,s/n,16412,Acebrón (El),969 12 50 58,Pública local,8,,"39,909930","-2,981912",13/09/2017
Vivienda de Mayores I,Calle,Río,s/n,16841,Albalate de las Nogueras,969 31 36 29 / 969 31 36 49,Pública local,10,,"40,367483","-2,275287",25/04/2019
Vivienda Municipal de Mayores II,Calle,Río,1,16841,Albalate de las Nogueras,969 31 36 49,Pública local,10,,"40,367483","-2,275287",25/04/2019
Vivienda Municipal de Mayores,Carrer,San Sebastián,s/n,16620,Alberca de Záncara (La),967 15 07 67,Pública local,12,,"39,512713","-2,491804",19/04/2018
Vivienda Tutelada Municipal,Calle,Isabel I de Castilla,1,16315,Alcalá de la Vega,969 35 39 10,Pública local,9,,"40,025774","-1,525552",19/04/2018
Vivienda municipal de mayores,Calle,Río Magro,10,16313,Aliaguilla,969 36 45 38,Pública local,8,,"39,743126","-1,328428",12/09/2017
Centro Geriátrico Santa María,Calle,Palacio,1,16215,Almodóvar del Pinar,969 33 62 26,Privada,9,,"39,725506","-1,901663",19/04/2018
Vivienda Municipal de Mayores,Calle,San Miguel,11,16215,Almodóvar del Pinar,969 33 61 30,Pública local,8,,"39,723813","-1,900729",24/08/2009
Residencia de Ancianos El Parador,Carretera,de Valencia,Km. 9 - El Parador - Cañada Molina,16123,Arcas,969 25 33 13,Privada,120,,"39,987258","-2,094999",14/09/2017
